name,brand_names,brands
咖啡之翼自动售卖机,咖啡之翼,62300058
咖啡之翼现磨咖啡,咖啡之翼,62300058
咖啡之翼自动现磨咖啡机(和园店),咖啡之翼,62300058
咖啡之翼自助机,咖啡之翼,62300058
蓝山咖啡馆(梅湾店),蓝山咖啡,62300069
蓝山咖啡,蓝山咖啡,62300069
蓝山咖啡馆(凤起东路店),蓝山咖啡,62300069
蓝山咖啡馆(西环路店),蓝山咖啡,62300069
蓝山咖啡馆(古墩店),蓝山咖啡,62300069
蓝山咖啡馆(品蓝轩店),蓝山咖啡,62300069
蓝山咖啡馆,蓝山咖啡,62300069
蓝山咖啡馆(江晖路店),蓝山咖啡,62300069
蓝山咖啡馆(黄龙店),蓝山咖啡,62300069
蓝山咖啡馆(信义坊店),蓝山咖啡,62300069
蓝山咖啡(萧山时代店),蓝山咖啡,62300069
蓝山咖啡馆(定安总店),蓝山咖啡,62300069
蓝山咖啡馆(西溪首座店),蓝山咖啡,62300069
蓝山咖啡(雍和别墅店),蓝山咖啡,62300069
雕刻时光茶社,雕刻时光,62300070
雕刻时光咖啡馆,雕刻时光,62300070
雕刻时光工作室,雕刻时光,62300070
雕刻时光,雕刻时光,62300070
雕刻时光(太湖游客中心店),雕刻时光,62300070
雕刻时光咖啡馆(腾讯店),雕刻时光,62300070
雕刻时光书吧,雕刻时光,62300070
雕刻时光鲜奶吧,雕刻时光,62300070
雕刻时光(西山店),雕刻时光,62300070
雕刻时光甜品语茶,雕刻时光,62300070
雕刻时光咖啡馆(科四路),雕刻时光,62300070
雕刻时光(魏公村店),雕刻时光,62300070
雕刻时光咖啡馆(北师大店),雕刻时光,62300070
雕刻时光私家咖啡(盛世桃城店),雕刻时光,62300070
欧索米萝咖啡(中山路店),欧索米萝咖啡,62300074
欧索米萝咖啡,欧索米萝咖啡,62300074
哈里欧咖啡,哈里欧咖啡,62300076
哈里欧咖啡(古墩路店),哈里欧咖啡,62300076
哈里欧咖啡(九堡店),哈里欧咖啡,62300076
哈里欧咖啡厅(萧山开发区店),哈里欧咖啡,62300076
哈里欧咖啡(枫泾店),哈里欧咖啡,62300076
哈里欧咖啡(佘山店),哈里欧咖啡,62300076
拉芳舍,拉芳舍,62300077
拉芳舍(黄河店),拉芳舍,62300077
拉芳舍咖啡·美食办公区,拉芳舍,62300077
加拿大百怡咖啡,加拿大百怡咖啡,62300078
illy咖啡(天美新天地店),illy咖啡,62300080
illy咖啡(王府井百货店),illy咖啡,62300080
illy咖啡,illy咖啡,62300080
illy咖啡(前海店),illy咖啡,62300080
illy咖啡(沫若书城店),illy咖啡,62300080
illy咖啡(华发商都店),illy咖啡,62300080
illy咖啡店,illy咖啡,62300080
illy咖啡馆,illy咖啡,62300080
illy咖啡(松山机场店),illy咖啡,62300080
illy咖啡厅,illy咖啡,62300080
illy咖啡(重医附三院店),illy咖啡,62300080
磨咖小镇饮品店,磨咖小镇,62300087
磨咖小镇(观音山店),磨咖小镇,62300087
磨咖小镇,磨咖小镇,62300087
磨咖小镇(渔人码头店),磨咖小镇,62300087
磨咖小镇(常武北路店),磨咖小镇,62300087
磨咖小镇(青山路店),磨咖小镇,62300087
磨咖小镇(泰医店),磨咖小镇,62300087
磨咖小镇(春江店),磨咖小镇,62300087
磨咖小镇(麟州步行街店),磨咖小镇,62300087
蓝湾咖啡,蓝湾咖啡,62300090
蓝湾咖啡(安德门大街店),蓝湾咖啡,62300090
蓝湾咖啡(仙林金港科技园店),蓝湾咖啡,62300090
蓝湾咖啡(邗江北路店),蓝湾咖啡,62300090
蓝湾咖啡(梅山店),蓝湾咖啡,62300090
蓝湾咖啡(铭苑广场店),蓝湾咖啡,62300090
蓝湾咖啡(大方巷店),蓝湾咖啡,62300090
蓝湾咖啡(锦湖大厦店),蓝湾咖啡,62300090
蓝湾咖啡(来凤街店),蓝湾咖啡,62300090
蓝湾咖啡(清凉门店),蓝湾咖啡,62300090
蓝湾咖啡(南师附中店),蓝湾咖啡,62300090
蓝湾咖啡(众彩店),蓝湾咖啡,62300090
蓝湾咖啡(东宝路店),蓝湾咖啡,62300090
蓝湾咖啡(高新莱福城店),蓝湾咖啡,62300090
蓝湾咖啡(万科金域店),蓝湾咖啡,62300090
啡域咖啡(东风路店),啡域咖啡,62300094
啡域咖啡,啡域咖啡,62300094
啡域咖啡(兴荣街店),啡域咖啡,62300094
啡域咖啡(华科店),啡域咖啡,62300094
啡域咖啡(金街店),啡域咖啡,62300094
幸福海岸咖啡厅,幸福海岸咖啡,62300095
漫猫咖啡,漫猫咖啡,62300105
漫猫咖啡(枫林路店),漫猫咖啡,62300105
漫猫咖啡(延安西路店),漫猫咖啡,62300105
漫猫咖啡(裕坤店),漫猫咖啡,62300105
漫猫咖啡(江苏东路店),漫猫咖啡,62300105
漫猫咖啡(乐百隆店),漫猫咖啡,62300105
漫猫咖啡(上地店),漫猫咖啡,62300105
漫猫咖啡(尹山湖店),漫猫咖啡,62300105
漫猫咖啡(东川路店),漫猫咖啡,62300105
漫猫咖啡(浦江店),漫猫咖啡,62300105
漫猫咖啡(百斯德店),漫猫咖啡,62300105
漫猫咖啡(前兴路店),漫猫咖啡,62300105
漫猫咖啡店,漫猫咖啡,62300105
漫猫咖啡(常营店),漫猫咖啡,62300105
漫猫咖啡·MAANCATCOFFEE(东岸里店),漫猫咖啡,62300105
漫猫咖啡馆,漫猫咖啡,62300105
漫猫咖啡(漕宝路店),漫猫咖啡,62300105
漫猫咖啡MANCAT COFFEE,漫猫咖啡,62300105
漫猫咖啡厅,漫猫咖啡,62300105
良木缘咖啡,良木缘,62300108
良木缘咖啡西餐(魅力店),良木缘,62300108
良木缘咖啡厅,良木缘,62300108
良木缘咖啡(大成店),良木缘,62300108
良木缘咖啡厅(拉萨百货店),良木缘,62300108
良木缘,良木缘,62300108
良木缘咖啡西餐(桐梓林店),良木缘,62300108
良木缘咖啡西餐(优品道广场店),良木缘,62300108
良木缘咖啡厅(德源店),良木缘,62300108
良木缘咖啡西餐(中华园店),良木缘,62300108
良木缘咖啡西餐(紫荆店),良木缘,62300108
良木缘咖啡西餐(财富又一城店),良木缘,62300108
良木缘咖啡西餐(川大店),良木缘,62300108
良木缘咖啡西餐(弘邦店),良木缘,62300108
迪欧咖啡(吴江震泽店),迪欧咖啡,62300109
迪欧咖啡(广济南路店),迪欧咖啡,62300109
迪欧咖啡(木渎店),迪欧咖啡,62300109
迪欧咖啡(东吴北路店),迪欧咖啡,62300109
迪欧咖啡(春旺路店),迪欧咖啡,62300109
迪欧咖啡,迪欧咖啡,62300109
迪欧咖啡(建正店),迪欧咖啡,62300109
迪欧咖啡(宝龙店),迪欧咖啡,62300109
迪欧咖啡(摩尔广场店),迪欧咖啡,62300109
迪欧咖啡(赣东北大道店),迪欧咖啡,62300109
迪欧咖啡(葑谊路店),迪欧咖啡,62300109
迪欧咖啡(五洲国际店),迪欧咖啡,62300109
迪欧咖啡(萧山机场T3一店),迪欧咖啡,62300109
迪欧咖啡(萧山机场店),迪欧咖啡,62300109
迪欧咖啡(江都世纪花园店),迪欧咖啡,62300109
迪欧咖啡(萧山机场T3二店),迪欧咖啡,62300109
迪欧咖啡(琅东店),迪欧咖啡,62300109
百世德咖啡,百世德咖啡,62300110
百世德咖啡会所,百世德咖啡,62300110
旧街场白咖啡(香港国际机场店),旧街场白咖啡,62300122
丹堤咖啡(和平安和店),丹堤咖啡,62300124
丹堤咖啡,丹堤咖啡,62300124
丹堤咖啡(桃园县府店),丹堤咖啡,62300124
丹堤咖啡(永康店),丹堤咖啡,62300124
丹堤咖啡(北新民权店),丹堤咖啡,62300124
丹堤咖啡(敦南店),丹堤咖啡,62300124
丹堤咖啡(福君店),丹堤咖啡,62300124
丹堤咖啡(复兴民权店),丹堤咖啡,62300124
丹堤咖啡(博爱巨蛋店),丹堤咖啡,62300124
丹堤咖啡(信义建国店),丹堤咖啡,62300124
丹堤咖啡(南京健康店),丹堤咖啡,62300124
丹堤咖啡(南京力霸店),丹堤咖啡,62300124
丹堤咖啡(内湖堤顶店),丹堤咖啡,62300124
丹堤咖啡(仁爱店),丹堤咖啡,62300124
丹堤咖啡(和平泰顺店),丹堤咖啡,62300124
丹堤咖啡(瑞光二店),丹堤咖啡,62300124
丹堤咖啡(三峡民生店),丹堤咖啡,62300124
丹堤咖啡(信义通化店),丹堤咖啡,62300124
pacific coffee(世界城广场店),Pacific Coffee,62300125
pacific coffee,Pacific Coffee,62300125
pacific coffee company,Pacific Coffee,62300125
PACIFIC COFFEE 太平洋咖啡,Pacific Coffee,62300125
Pacific Coffee Company(星光68店),Pacific Coffee,62300125
笨茶,笨茶,62400001
米莫的茶,米莫的茶,62400002
米莫的茶(大运中心店),米莫的茶,62400002
米莫的茶(御龙首府店),米莫的茶,62400002
米莫的茶(石岩公学店),米莫的茶,62400002
米莫的茶(伟业兴隆广场店),米莫的茶,62400002
米莫的茶Mimo,米莫的茶,62400002
骑士老虎茶·黑糖(万阅城店),骑士老虎茶,62400003
骑士老虎茶黑糖(东方不夜城店),骑士老虎茶,62400003
骑士老虎茶·黑糖,骑士老虎茶,62400003
骑士老虎茶黑糖,骑士老虎茶,62400003
骑士老虎茶·黑糖(学院店),骑士老虎茶,62400003
骑士老虎茶,骑士老虎茶,62400003
骑士老虎茶.黑糖(大学路店),骑士老虎茶,62400003
骑士老虎茶丶黑糖(文化路店),骑士老虎茶,62400003
骑士老虎茶·黑糖(朝阳店),骑士老虎茶,62400003
骑士老虎茶.黑糖,骑士老虎茶,62400003
骑士老虎茶?黑糖(葛村店),骑士老虎茶,62400003
茶里茶里,茶里茶里,62400004
茶里茶里华德店,茶里茶里,62400004
茶里茶里(天长东路店),茶里茶里,62400004
茶里茶里(新城吾悦店),茶里茶里,62400004
茶里茶里(国贸360店),茶里茶里,62400004
茶里茶里(凯德店),茶里茶里,62400004
茶里茶里(龙祥店),茶里茶里,62400004
茶里茶里(万达店),茶里茶里,62400004
茶里茶里饮品店,茶里茶里,62400004
果麦(海洋大学店),果麦,62400005
果麦de鲜饮创作(工人路店),果麦,62400005
果麦,果麦,62400005
果麦no.699,果麦,62400005
果麦de鲜饮创作(留和路店),果麦,62400005
果麦的鲜饮创作饮铺,果麦,62400005
果麦奶茶,果麦,62400005
果麦(九洲商厦店),果麦,62400005
果麦的鲜饮创作便利店(西大街分店),果麦,62400005
果麦(万达茂店),果麦,62400005
果麦de鲜饮创作(虹桥店),果麦,62400005
果麦de鲜饮创作(宁大店),果麦,62400005
果麦的鲜饮创作,果麦,62400005
果麦·烘焙(鹤翔路店),果麦,62400005
果麦奶茶(通盛店),果麦,62400005
果麦(科大店),果麦,62400005
果麦全国no.518,果麦,62400005
叶子与茶(银泰城店),叶子与茶,62400007
叶子与茶,叶子与茶,62400007
叶子与茶(梦之岛店),叶子与茶,62400007
叶子与茶(帝壹城店),叶子与茶,62400007
叶子与茶(吾悦广场店),叶子与茶,62400007
萃茶师(梦之岛店),萃茶师,62400008
萃茶师,萃茶师,62400008
萃茶师(龙光店),萃茶师,62400008
萃茶师(华南城店),萃茶师,62400008
萃茶师(新西南店),萃茶师,62400008
萃茶师(七星店),萃茶师,62400008
萃茶师(悦荟店),萃茶师,62400008
萃茶师(钻石店),萃茶师,62400008
萃茶师(滨城店),萃茶师,62400008
萃茶师(仙葫店),萃茶师,62400008
萃茶师(万象店),萃茶师,62400008
萃茶师(益华城店),萃茶师,62400008
萃茶师(吾悦广场店),萃茶师,62400008
萃茶师(安吉万达广场店),萃茶师,62400008
萃茶师(绿地店),萃茶师,62400008
萃茶师(东葛永凯店),萃茶师,62400008
雪花姐姐,雪花姐姐,62400009
雪花姐姐(振华店),雪花姐姐,62400009
雪花姐姐鲷鱼烧,雪花姐姐,62400009
雪花姐姐正宗韩式牛奶雪花冰,雪花姐姐,62400009
雪花姐姐牛奶雪花冰,雪花姐姐,62400009
雪花姐姐(东城万达广场店),雪花姐姐,62400009
雪花姐姐(银泰店),雪花姐姐,62400009
雪花姐姐(家佳源店),雪花姐姐,62400009
雪花姐姐(澳德乐店),雪花姐姐,62400009
雪花姐姐(中央公馆店),雪花姐姐,62400009
雪花姐姐(胶南店),雪花姐姐,62400009
玺芝王茶,玺芝王茶,62400010
玺芝王茶(世茂香槟湖店),玺芝王茶,62400010
玺芝王茶(大学城二期店),玺芝王茶,62400010
玺芝王茶(松江平高广场店),玺芝王茶,62400010
玺芝王茶饮,玺芝王茶,62400010
玺芝王茶(六合店),玺芝王茶,62400010
玺芝王茶(金街二店),玺芝王茶,62400010
玺芝王茶(红土天阶店),玺芝王茶,62400010
玺芝王茶(大学城四期店),玺芝王茶,62400010
青沫茶颜,青沫茶颜,62400011
青沫茶颜(华茂店),青沫茶颜,62400011
青沫茶颜(解放碑大融汇店),青沫茶颜,62400011
青沫茶颜(城市学院店),青沫茶颜,62400011
青沫茶颜(大润发店),青沫茶颜,62400011
青沫茶颜(中冶和悦汇店),青沫茶颜,62400011
青沫茶颜(青沫茶颜奶茶店),青沫茶颜,62400011
青沫茶颜(中骏世界城店),青沫茶颜,62400011
青沫茶颜(睿达广场店),青沫茶颜,62400011
青沫茶颜(同里店),青沫茶颜,62400011
青沫茶颜(新华路取水楼店),青沫茶颜,62400011
世界茶饮,世界茶饮,62400014
世界茶饮(创智源店),世界茶饮,62400014
世界茶饮(食赏荟美食广场),世界茶饮,62400014
世界茶饮(东川路店),世界茶饮,62400014
世界茶饮(中原店),世界茶饮,62400014
世界茶饮(紫叶广场店),世界茶饮,62400014
世界茶饮(三弦海上金街店),世界茶饮,62400014
世界茶饮(龙阳路店),世界茶饮,62400014
世界茶饮(华佗店),世界茶饮,62400014
世界茶饮(汇智广场店),世界茶饮,62400014
世界茶饮(安亭店),世界茶饮,62400014
世界茶饮(桂林路店),世界茶饮,62400014
世界茶饮(环球港店),世界茶饮,62400014
宇治茶铺(新贵和店),宇治茶铺,62400015
宇治茶铺(华联店),宇治茶铺,62400015
宇治茶铺(万象城店),宇治茶铺,62400015
宇治茶铺,宇治茶铺,62400015
宇治茶铺(中粮祥云小镇店),宇治茶铺,62400015
宇治茶铺(莱蒙店),宇治茶铺,62400015
宇治茶铺(和平广场店),宇治茶铺,62400015
宇治茶铺(华润五彩城店),宇治茶铺,62400015
宇治茶铺(勒泰店),宇治茶铺,62400015
宇治茶铺(吴中永旺店),宇治茶铺,62400015
宇治茶铺(利群店),宇治茶铺,62400015
宇治茶铺(谷德广场店),宇治茶铺,62400015
宇治茶铺(印象城店),宇治茶铺,62400015
宇治茶铺(西单大悦城店),宇治茶铺,62400015
柠檬王子,柠檬王子,62400017
柠檬王子(君悦超市美食城店),柠檬王子,62400017
柠檬王子(销品茂店),柠檬王子,62400017
柠檬王子(凯德西城4楼),柠檬王子,62400017
柠檬王子(帝斯曼店),柠檬王子,62400017
柠檬王子(万达店),柠檬王子,62400017
柠檬王子(卫辉家乐家店),柠檬王子,62400017
柠檬王子(广东商城店),柠檬王子,62400017
柠檬王子(金银湖店),柠檬王子,62400017
柠檬王子(南湖时尚城店),柠檬王子,62400017
柠檬王子(贺家墩店),柠檬王子,62400017
柠檬王子(欧亚达国际广场汉口店),柠檬王子,62400017
柠檬王子(天空城店),柠檬王子,62400017
柠檬王子(关山坊店),柠檬王子,62400017
茶颜茶语(银石广场购物中心店),茶颜茶语,62400018
茶颜茶语,茶颜茶语,62400018
茶颜茶语奶茶店(春晖路店),茶颜茶语,62400018
茶颜茶语(春城慧谷店),茶颜茶语,62400018
茶颜茶语(大儒食堂店),茶颜茶语,62400018
茶颜茶语(海信广场店),茶颜茶语,62400018
茶颜茶语(言程路),茶颜茶语,62400018
茶颜茶语(万家丽mall店),茶颜茶语,62400018
茶颜茶语(昌顺店),茶颜茶语,62400018
茶颜茶语(万宏店),茶颜茶语,62400018
经士贡龙茶,经士贡龙茶,62400019
经士贡龙茶(龙光尚街店),经士贡龙茶,62400019
茶颜山,茶颜山,62400020
茶颜山(长港路地铁站店),茶颜山,62400020
茶颜山(真理街店),茶颜山,62400020
茶颜山(苗营店),茶颜山,62400020
屿蓝湾鲜果茶,屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(银泰城店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(红牌楼店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(两河公园店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(蜀汉路店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(新都川音店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(龙城店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(中海国际店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(万达广场店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(西宸龙湖店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(龙湖店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(翡翠店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(石油大学店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(誉峰店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(川师店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(奎星楼店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(川音店),屿蓝湾鲜果茶,62400022
屿蓝湾鲜果茶(西华大学店),屿蓝湾鲜果茶,62400022
乌所味乌龙茶,乌所味,62400023
乌所味(福佳店),乌所味,62400023
乌所味(湖南街店),乌所味,62400023
乌所味(华南店),乌所味,62400023
乌所味(金州步行街店),乌所味,62400023
乌所味(三馆一城店),乌所味,62400023
乌所味,乌所味,62400023
乌所味(东悦城店),乌所味,62400023
乌所味(大润发店),乌所味,62400023
古茗(瑞丰国际广场店),古茗,62400024
古茗(三村路店),古茗,62400024
古茗孙端,古茗,62400024
古茗,古茗,62400024
古茗(和仁店),古茗,62400024
古茗茶饮(岳林店),古茗,62400024
古茗(鸣远路店),古茗,62400024
古茗(云谷店),古茗,62400024
古茗奶茶〖碧湖店〗,古茗,62400024
古茗(佛堂一店),古茗,62400024
古茗(飞霞路店),古茗,62400024
古茗芝英店,古茗,62400024
古茗(生兴路店),古茗,62400024
古茗奶茶(环城南路店),古茗,62400024
古茗·美嘉基,古茗,62400024
古茗(万达店),古茗,62400024
古茗(群益街店),古茗,62400024
茶百道,茶百道,62400025
茶百道(水井沟店),茶百道,62400025
茶百道(顺庆店),茶百道,62400025
茶百道(武侯民大店),茶百道,62400025
茶百道(万达店),茶百道,62400025
茶百道(万科魅力城店),茶百道,62400025
茶百道(武侯吾悦广场店),茶百道,62400025
茶百道(西门车站店),茶百道,62400025
茶百道(五大花园晋阳店),茶百道,62400025
茶百道(小东街店),茶百道,62400025
茶百道(营山店),茶百道,62400025
嗑茶(海华店),嗑茶,62400028
嗑茶,嗑茶,62400028
嗑茶(育才路店),嗑茶,62400028
嗑茶(粤华店),嗑茶,62400028
黑泷太郎(煤山店),黑泷太郎,62400030
黑泷太郎,黑泷太郎,62400030
黑泷太郎台湾茶番,黑泷太郎,62400030
黑泷太郎(闽南古镇店),黑泷太郎,62400030
黑泷太郎(梅山店),黑泷太郎,62400030
黑泷太郎(于辛庄店),黑泷太郎,62400030
黑泷太郎(雍和宫店),黑泷太郎,62400030
黑泷太郎(瘦西湖校区店),黑泷太郎,62400030
黑泷太郎(合生广场店),黑泷太郎,62400030
黑泷太郎(盐城水街店),黑泷太郎,62400030
黑泷太郎(茶市店),黑泷太郎,62400030
黑泷太郎(金城店),黑泷太郎,62400030
和茶仓鲜茶,和茶仓,62400031
和茶仓,和茶仓,62400031
和茶仓(宁兴财富广场店),和茶仓,62400031
和茶仓(海港城店),和茶仓,62400031
和茶仓(世隆万达店),和茶仓,62400031
和茶仓(人信武胜里店),和茶仓,62400031
和茶仓(海尔广场店),和茶仓,62400031
和茶仓(红星步步高店),和茶仓,62400031
和茶仓奶茶,和茶仓,62400031
鹿野茶事,鹿野茶事,62400033
鹿野茶事(卓越城店),鹿野茶事,62400033
鹿野茶事(顺易华庭店),鹿野茶事,62400033
鹿野茶事(安源店),鹿野茶事,62400033
鹿野茶事(润达店),鹿野茶事,62400033
鹿野茶事(中创店),鹿野茶事,62400033
鹿野茶事(海城店),鹿野茶事,62400033
鹿野茶事(东宝店),鹿野茶事,62400033
一夫茶,一夫茶,62400034
一夫茶(贯庄店),一夫茶,62400034
一夫茶(中央大街店),一夫茶,62400034
一夫茶(侨乡店),一夫茶,62400034
一夫茶(广厦店),一夫茶,62400034
一夫茶(北正街店),一夫茶,62400034
一夫茶(火车站店),一夫茶,62400034
一夫茶(桂林路店),一夫茶,62400034
一夫茶(大润发店),一夫茶,62400034
一夫茶(莆田店),一夫茶,62400034
奶熊果饮,奶熊果饮,62400036
奶熊果饮(四方坪店),奶熊果饮,62400036
奶熊果饮(新玩厂店),奶熊果饮,62400036
奶熊果饮盛景尚峰店(盛景尚峰店),奶熊果饮,62400036
奶熊果饮(街心花园店),奶熊果饮,62400036
奶熊果饮(天马学生公寓店),奶熊果饮,62400036
非茶不可(西塘店),非茶不可,62400040
非茶不可,非茶不可,62400040
非茶不可(名众广场店),非茶不可,62400040
非茶不可超级绵绵冰,非茶不可,62400040
非茶不可(宁乡店),非茶不可,62400040
黑泷堂,黑泷堂,62400042
黑泷堂(梅堰店),黑泷堂,62400042
黑泷堂(衙前店),黑泷堂,62400042
黑泷堂(友谊广场店),黑泷堂,62400042
黑泷堂(越溪店),黑泷堂,62400042
黑泷堂(老耀达店),黑泷堂,62400042
黑泷堂(黉街店),黑泷堂,62400042
黑泷堂茶饮,黑泷堂,62400042
黑泷堂(奥克斯店),黑泷堂,62400042
黑泷堂饮铺(德胜路店),黑泷堂,62400042
黑泷堂(汉口城市广场店),黑泷堂,62400042
沙美花庭(洛滋广场店),沙美花庭,62400044
沙美花庭,沙美花庭,62400044
沙美花庭(姜山店),沙美花庭,62400044
沙美花庭(天九店),沙美花庭,62400044
沙美花庭(奉化店),沙美花庭,62400044
沙美花庭(南苑环球店),沙美花庭,62400044
口渴了饮品(缤润汇店),口渴了,62400045
口渴了饮品(民乐园店),口渴了,62400045
口渴了饮品(地铁B19店),口渴了,62400045
口渴了饮品(鼓楼店),口渴了,62400045
口渴了饮品(水西门店),口渴了,62400045
口渴了饮品(浦外店),口渴了,62400045
口渴了饮品(经贸店),口渴了,62400045
口渴了饮品(地铁A08店),口渴了,62400045
口渴了饮品(泰山路店),口渴了,62400045
口渴了饮品(服务区店),口渴了,62400045
口渴了饮品(新街口B店),口渴了,62400045
口渴了,口渴了,62400045
口渴了饮品(托乐嘉店),口渴了,62400045
口渴了饮品(安德门店),口渴了,62400045
口渴了饮品(六合店),口渴了,62400045
口渴了(银川商城店),口渴了,62400045
口渴了饮品(金陵小区店),口渴了,62400045
口渴了饮品(海陵南路店),口渴了,62400045
口渴了饮品(火车站店),口渴了,62400045
口渴了饮品(宁海南路店),口渴了,62400045
SPR咖啡(东环广场店),"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
SPR COFFEE(居然之家顺义店),"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
SPR咖啡吧,"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
spr咖啡,"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
SPR咖啡(滨海花园店),"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
SPR COFFEE(汇景豪苑科技园店),"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
SPR coffee(于家堡高铁站店),"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
SPR Coffee(塘沽大泛华店),"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
SPR COFFEE,"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
SPR咖啡店,"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
SPR咖啡(高新店),"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
SPR COFFEE(高新路店),"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
SPR咖啡馆(临平新城店),"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
SPR COFFEE(中瑞生态产业园店),"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
spr咖啡牛扒馆,"SPR咖啡, SPR COFFEE, SPRCOFFEE",62300005
Suzuki Cafe,Suzuki,62300061
Suzuki Cafe(朗豪坊店),Suzuki,62300061
Suzuki Cafe-The One,Suzuki,62300061
Little Bean sprout,"LITTLE BEAN, LITTLEBEAN",62300065
LITTLE BEAN(锦延路总店),"LITTLE BEAN, LITTLEBEAN",62300065
LITTLE BEAN(K11购物艺术中心店),"LITTLE BEAN, LITTLEBEAN",62300065
Holly Brown(柯士甸道店),"Holly Brown, HollyBrown",62300001
Pokka cafe(香港国际机场T1),Pokka,62300013
Pokka Cafe Grill Specialist,Pokka,62300013
Pokka cafe,Pokka,62300013
MANGOSIX(加枫路店),"MANGO SIX, MANGOSIX",62300037
MangoSix(虹桥天地店),"MANGO SIX, MANGOSIX",62300037
MangoSix(太古里店),"MANGO SIX, MANGOSIX",62300037
Mangosix(徐汇日月光店),"MANGO SIX, MANGOSIX",62300037
MANGOSIX(环宇城店),"MANGO SIX, MANGOSIX",62300037
mango six(万达电影乐园店),"MANGO SIX, MANGOSIX",62300037
MANGOSIX(长泰广场店),"MANGO SIX, MANGOSIX",62300037
MANGOSIX,"MANGO SIX, MANGOSIX",62300037
MANGOSIX(近铁生活广场店),"MANGO SIX, MANGOSIX",62300037
mango six,"MANGO SIX, MANGOSIX",62300037
MANGOSIX(大悦城店),"MANGO SIX, MANGOSIX",62300037
MANGO SIX韩流咖啡,"MANGO SIX, MANGOSIX",62300037
MANGOSIXI City 店(ICity店),"MANGO SIX, MANGOSIX",62300037
mangosix coffee&dessert,"MANGO SIX, MANGOSIX",62300037
MANGO SIX(新世界百货店),"MANGO SIX, MANGOSIX",62300037
MANGOSIX咖啡厅,"MANGO SIX, MANGOSIX",62300037
LADY7 CAFE(观音桥店),Lady7,62300041
StayReal Café(iapm店),StayReal,62300059
StayReal Café(万象天地店),StayReal,62300059
StayReal Café(长宁来福士广场店),StayReal,62300059
Elephant GroundS,"Elephant Grounds, ElephantGrounds",62300060
segafredo世家兰铎,Segafredo,62300067
Segafredo Zanetti Espresso,Segafredo,62300067
segafredo世家兰铎咖啡(南亚店),Segafredo,62300067
segafredo咖啡,Segafredo,62300067
segafredo奶茶咖啡简餐酒水,Segafredo,62300067
segafredo,Segafredo,62300067
Segafredo(上汽店),Segafredo,62300067
T STAR COFFEE 帝星咖啡,"T star coffee, Tstarcoffee",62300081
Casualmart Cafe,"Casual Mart, CasualMart",62300098
my coffee,"MY COFFEE, MYCOFFEE",62300107
mycoffeebrak,"MY COFFEE, MYCOFFEE",62300107
my coffee(南渠街),"MY COFFEE, MYCOFFEE",62300107
My coffee·1898,"MY COFFEE, MYCOFFEE",62300107
MYcoffee,"MY COFFEE, MYCOFFEE",62300107
MY COFFEE&生日餐厅,"MY COFFEE, MYCOFFEE",62300107
My Coffee迈咖啡,"MY COFFEE, MYCOFFEE",62300107
MYCOFFEE 木鱼咖啡,"MY COFFEE, MYCOFFEE",62300107
Double Win Cafe(静安寺店),"Double Win Cafe, DoubleWinCafe",62300119
Double Win Cafe(建国中路店),"Double Win Cafe, DoubleWinCafe",62300119
Double Win Cafe(陆家嘴店),"Double Win Cafe, DoubleWinCafe",62300119
Double Win Cafe(遵义路店),"Double Win Cafe, DoubleWinCafe",62300119
Fuel Espresso(太古广场店),"Fuel Espresso, FuelEspresso",62300120
Fuel Espresso,"Fuel Espresso, FuelEspresso",62300120
Fuel Espresso(Chater House),"Fuel Espresso, FuelEspresso",62300120
